name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest
Allianora Rowdell,17/01/2019,"{'C#': 1, 'JavaScript': 4}",['Composure'],"['Perfectionist', 'Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Orran Rofe,09/01/2019,"{'Python': 4, 'C#': 6, 'Java': 1, 'C++': 2, 'JavaScript': 2}","['Empathy', 'Collaboration', 'Organisation']","['Controlling', 'Competitive', 'Conventional']",Yes,Yes,Yes,Pass,Business
Randy Semken,17/01/2019,"{'Java': 6, 'JavaScript': 2}",['Consistent'],"['Conventional', 'Impatient']",Yes,Yes,Yes,Pass,Data
Gaspard Alvaro,22/01/2019,"{'Python': 1, 'R': 5, 'C++': 3, 'JavaScript': 1}","['Curious', 'Empathy']","['Passive', 'Selfish']",No,Yes,Yes,Fail,Engineering
Ricca Sowden,16/01/2019,"{'SPSS': 3, 'PHP': 2, 'C++': 4, 'JavaScript': 3}",['Altruism'],['Passive'],Yes,Yes,Yes,Fail,Data
Gardner Kienle,09/01/2019,"{'Python': 8, 'Ruby': 1, 'PHP': 2, 'C++': 3, 'JavaScript': 2}",['Curious'],['Passive'],Yes,No,Yes,Fail,Engineering
Guillermo Riha,15/01/2019,"{'Python': 9, 'C#': 1, 'Java': 3, 'R': 3, 'C++': 1, 'JavaScript': 2}","['Altruism', 'Patient', 'Consistent']","['Introverted', 'Distracted']",Yes,Yes,Yes,Pass,Engineering
Wakefield Jeves,17/01/2019,"{'C#': 3, 'Java': 2, 'R': 5}","['Versatile', 'Rational', 'Curious']",['Indecisive'],Yes,Yes,Yes,Pass,Engineering
Craig Ferriby,24/01/2019,"{'Python': 3, 'Ruby': 3, 'C++': 5}","['Consistent', 'Independent']","['Undisciplined', 'Stubborn', 'Impulsive']",No,Yes,Yes,Fail,Data
Katinka Macrow,22/01/2019,"{'Python': 4, 'Java': 2, 'R': 2}","['Altruism', 'Determined', 'Collaboration']","['Immature', 'Chatty']",Yes,Yes,Yes,Fail,Data
Mel Lafontaine,24/01/2019,"{'R': 5, 'SPSS': 4}","['Patient', 'Perfectionism']","['Anxious', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Drona Lemonby,16/01/2019,"{'Python': 2, 'SPSS': 5, 'PHP': 2}","['Charisma', 'Critical Thinking']","['Distracted', 'Introverted', 'Passive']",Yes,Yes,Yes,Pass,Business
Nettie Civitillo,17/01/2019,"{'Python': 4, 'Java': 5, 'JavaScript': 4}","['Problem Solving', 'Collaboration']",['Intolerant'],Yes,Yes,Yes,Pass,Data
Kalli Mcgarrie,29/01/2019,"{'Python': 5, 'R': 1, 'SPSS': 5, 'PHP': 1}",['Listening'],"['Passive', 'Slow', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering
Pascale Snelgrove,23/01/2019,"{'Python': 3, 'C#': 3, 'Ruby': 1, 'R': 5, 'SPSS': 3, 'C++': 9, 'JavaScript': 3}","['Curious', 'Independent']","['Procrastination', 'Chatty']",Yes,Yes,Yes,Pass,Business
Bernelle Longhorne,23/01/2019,"{'C#': 3, 'Java': 6, 'R': 6, 'PHP': 1, 'JavaScript': 1}",['Problem Solving'],['Procrastination'],Yes,Yes,Yes,Pass,Engineering
Valeda Adshad,08/01/2019,{'C++': 4},"['Collaboration', 'Competitive', 'Efficient']",['Passive'],Yes,Yes,Yes,Pass,Business
Barnabas Crinion,17/01/2019,"{'Python': 2, 'PHP': 3, 'C++': 2}","['Reliable', 'Independent', 'Charisma']",['Procrastination'],Yes,Yes,Yes,Pass,Data
Wanids Simison,15/01/2019,"{'Python': 7, 'Java': 2, 'Ruby': 4, 'R': 6}","['Efficient', 'Composure']","['Competitive', 'Sensitive']",Yes,No,No,Fail,Business
Alexander Johnstone,08/01/2019,{'R': 4},"['Empathy', 'Courteous', 'Altruism']",['Anxious'],Yes,Yes,Yes,Pass,Business
Aviva Duddan,23/01/2019,"{'Python': 6, 'Java': 2, 'PHP': 1}","['Creative', 'Collaboration']",['Impulsive'],Yes,Yes,Yes,Fail,Data
Tyrone Bailes,30/01/2019,{'C#': 1},['Problem Solving'],['Chaotic'],Yes,Yes,Yes,Pass,Business
Jena Attard,08/01/2019,"{'SPSS': 1, 'C++': 6, 'JavaScript': 3}","['Creative', 'Innovative']","['Critical', 'Introverted', 'Passive']",Yes,Yes,Yes,Fail,Business
Kylynn Jewes,17/01/2019,"{'Java': 5, 'SPSS': 1}",['Efficient'],"['Distracted', 'Chaotic']",No,Yes,Yes,Fail,Business
Daryle Janoch,31/01/2019,"{'C#': 3, 'SPSS': 3, 'PHP': 1, 'C++': 5, 'JavaScript': 1}",['Perfectionism'],['Impatient'],Yes,Yes,Yes,Pass,Engineering
Ivory Linnemann,22/01/2019,"{'Python': 5, 'C#': 4, 'Ruby': 5, 'JavaScript': 2}","['Charisma', 'Efficient', 'Curious']","['Indifferent', 'Anxious']",Yes,Yes,Yes,Pass,Data
Loy Mulvy,30/01/2019,{'R': 1},"['Curious', 'Patient', 'Innovative']","['Chatty', 'Overbearing', 'Controlling']",Yes,Yes,Yes,Pass,Engineering
Marlon Tomala,24/01/2019,"{'Python': 4, 'Java': 3, 'Ruby': 1, 'SPSS': 3, 'JavaScript': 1}",['Determined'],['Conventional'],Yes,Yes,Yes,Fail,Data
Kincaid Osipov,02/01/2019,"{'C#': 1, 'Ruby': 5, 'R': 1}",['Innovative'],['Passive'],Yes,Yes,Yes,Pass,Engineering
Kincaid Osipov,02/01/2019,"{'C#': 1, 'Ruby': 5, 'R': 1}",['Innovative'],['Passive'],Yes,Yes,Yes,Pass,Engineering
Olin Gariff,24/01/2019,"{'Java': 3, 'SPSS': 4, 'PHP': 3, 'C++': 3}","['Organisation', 'Curious', 'Efficient']","['Immature', 'Conventional', 'Slow']",Yes,Yes,Yes,Fail,Business
Reggie Lawlor,08/01/2019,"{'Java': 6, 'Ruby': 2, 'JavaScript': 2}",['Problem Solving'],"['Indecisive', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
Carlo Twining,30/01/2019,"{'C#': 1, 'Java': 3, 'SPSS': 7}","['Independent', 'Perfectionism', 'Competitive']","['Distracted', 'Undisciplined']",No,Yes,No,Fail,Business
Farley Nuccitelli,22/01/2019,"{'Python': 5, 'Ruby': 3, 'R': 5, 'SPSS': 3, 'JavaScript': 4}",['Rational'],"['Intolerant', 'Selfish']",Yes,Yes,Yes,Pass,Business
Wendy Ducastel,23/01/2019,"{'PHP': 1, 'JavaScript': 3}","['Independent', 'Patient', 'Courteous']","['Distracted', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering
Sal Curee,09/01/2019,"{'C#': 1, 'C++': 3, 'JavaScript': 3}","['Collaboration', 'Rational']",['Overbearing'],Yes,Yes,Yes,Pass,Business
Gayel Meineking,29/01/2019,{'Java': 5},"['Patient', 'Determined']","['Distracted', 'Introverted', 'Critical']",Yes,Yes,Yes,Pass,Business
Gerhard Mcgrath,31/01/2019,"{'C#': 2, 'Ruby': 4, 'R': 2, 'SPSS': 1, 'PHP': 1}",['Rational'],"['Critical', 'Procrastination']",Yes,Yes,Yes,Pass,Business
Ced Danielut,22/01/2019,"{'Java': 3, 'PHP': 2, 'C++': 3, 'JavaScript': 3}","['Charisma', 'Organisation', 'Ambitious']",['Controlling'],Yes,Yes,Yes,Pass,Engineering
Cory Greene,16/01/2019,"{'Ruby': 1, 'R': 2, 'SPSS': 4}","['Organisation', 'Ambitious', 'Listening']","['Conventional', 'Slow']",Yes,Yes,Yes,Pass,Data
Archaimbaud Buller,17/01/2019,"{'Python': 3, 'PHP': 2, 'C++': 5, 'JavaScript': 2}",['Altruism'],['Indecisive'],Yes,Yes,No,Fail,Business
Abbe Hanny,26/03/2019,{'JavaScript': 1},['Passionate'],['Undisciplined'],Yes,Yes,Yes,Pass,Data
Eimile Pincott,12/03/2019,"{'C#': 4, 'Java': 6, 'Ruby': 5, 'C++': 2}","['Independent', 'Reliable', 'Courteous']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering
Constancia Tesauro,06/03/2019,{'JavaScript': 2},"['Courteous', 'Collaboration', 'Organisation']","['Indifferent', 'Controlling', 'Impatient']",Yes,Yes,Yes,Pass,Data
Cordey Rigardeau,28/03/2019,"{'Python': 6, 'Java': 5, 'R': 2, 'SPSS': 5}","['Determined', 'Passionate']",['Chaotic'],Yes,Yes,Yes,Pass,Business
Gun Cargill,21/03/2019,"{'Python': 4, 'Java': 1, 'R': 3, 'PHP': 2, 'C++': 2}",['Passionate'],['Chatty'],Yes,Yes,Yes,Pass,Business
Tonia Goodie,19/03/2019,"{'Python': 5, 'Java': 1}","['Collaboration', 'Altruism', 'Passionate']",['Slow'],Yes,Yes,Yes,Pass,Data
Christyna Thirlwell,07/03/2019,"{'Ruby': 1, 'R': 1, 'C++': 2}","['Independent', 'Collaboration']",['Chatty'],Yes,Yes,Yes,Pass,Business
Henrik Mott,19/03/2019,{'SPSS': 3},['Efficient'],['Procrastination'],Yes,Yes,Yes,Pass,Engineering
Romeo Roache,28/03/2019,{'Ruby': 4},['Competitive'],"['Critical', 'Chaotic', 'Introverted']",Yes,Yes,Yes,Pass,Business
Ken Gotter,21/03/2019,"{'Java': 4, 'R': 3}","['Listening', 'Empathy', 'Charisma']","['Perfectionist', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Ken Gotter,21/03/2019,"{'Java': 4, 'R': 3}","['Listening', 'Empathy', 'Charisma']","['Perfectionist', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Kiele Letford,12/03/2019,"{'C#': 4, 'Ruby': 4, 'R': 1}",['Versatile'],"['Indecisive', 'Introverted']",Yes,Yes,Yes,Pass,Engineering
Harrison Macnamee,12/03/2019,"{'Ruby': 8, 'PHP': 1, 'C++': 2, 'JavaScript': 2}","['Competitive', 'Composure', 'Empathy']","['Stubborn', 'Competitive']",Yes,Yes,Yes,Pass,Business
Bunni Locard,28/03/2019,"{'Python': 4, 'R': 5, 'PHP': 1, 'C++': 1}","['Consistent', 'Perfectionism']","['Impatient', 'Overbearing', 'Distracted']",Yes,Yes,Yes,Pass,Engineering
Farley Hearnes,20/03/2019,"{'Python': 3, 'R': 4, 'SPSS': 3, 'PHP': 2}","['Rational', 'Critical Thinking', 'Ambitious']","['Immature', 'Impulsive', 'Controlling']",Yes,Yes,No,Fail,Engineering
Anica Vallis,26/03/2019,"{'Java': 3, 'R': 6, 'SPSS': 1, 'C++': 1, 'JavaScript': 5}",['Composure'],"['Critical', 'Conventional']",Yes,Yes,Yes,Pass,Data
Willy Murphey,19/03/2019,"{'PHP': 3, 'JavaScript': 5}","['Patient', 'Problem Solving', 'Charisma']",['Anxious'],Yes,Yes,Yes,Pass,Engineering
Randee Mackison,07/03/2019,"{'Java': 7, 'SPSS': 1, 'C++': 3}",['Problem Solving'],"['Impulsive', 'Immature', 'Critical']",Yes,No,Yes,Fail,Engineering
Franciskus Lethardy,27/03/2019,{'Java': 3},"['Consistent', 'Charisma', 'Listening']",['Overbearing'],Yes,Yes,Yes,Pass,Business
Lilian Eyer,06/03/2019,"{'C#': 1, 'Java': 1, 'PHP': 4}","['Listening', 'Critical Thinking', 'Independent']","['Impulsive', 'Indecisive']",Yes,Yes,Yes,Pass,Engineering
Roselia Tanswell,13/03/2019,"{'Python': 1, 'Java': 4, 'R': 4}","['Creative', 'Reliable', 'Altruism']","['Chatty', 'Conventional']",Yes,Yes,Yes,Pass,Data
Ingelbert Fri,07/03/2019,"{'C#': 4, 'Java': 1, 'Ruby': 3, 'SPSS': 7, 'C++': 1}",['Reliable'],"['Distracted', 'Selfish', 'Intolerant']",Yes,Yes,Yes,Pass,Data
Corrie Duiguid,20/03/2019,"{'C#': 1, 'Java': 2, 'R': 5, 'PHP': 1, 'JavaScript': 5}","['Altruism', 'Competitive']",['Passive'],Yes,Yes,Yes,Pass,Data
Frankie Mabee,27/03/2019,"{'Python': 4, 'C#': 5, 'JavaScript': 7}",['Problem Solving'],['Critical'],Yes,Yes,Yes,Pass,Business
Stefan Insley,13/03/2019,"{'R': 3, 'SPSS': 5, 'C++': 1}",['Patient'],"['Stubborn', 'Anxious', 'Conventional']",Yes,Yes,Yes,Pass,Engineering
Zacharias Arnauduc,07/03/2019,"{'Java': 5, 'Ruby': 5, 'R': 5, 'C++': 1}","['Perfectionism', 'Curious', 'Listening']","['Perfectionist', 'Impatient']",No,Yes,No,Fail,Business
Quinton Kuhnt,26/03/2019,"{'Python': 2, 'Ruby': 2, 'SPSS': 6}","['Organisation', 'Charisma', 'Problem Solving']","['Slow', 'Intolerant']",Yes,Yes,Yes,Pass,Business
Ferdie Glyne,27/03/2019,"{'Java': 5, 'Ruby': 5, 'PHP': 2, 'C++': 1}",['Perfectionism'],"['Passive', 'Anxious', 'Impatient']",Yes,Yes,Yes,Pass,Data
Rhonda Revance,07/03/2019,"{'Python': 4, 'Java': 1, 'SPSS': 1, 'C++': 1, 'JavaScript': 4}","['Efficient', 'Perfectionism', 'Empathy']","['Controlling', 'Immature', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Bary Brambley,07/03/2019,"{'Java': 3, 'SPSS': 2}",['Passionate'],['Intolerant'],Yes,Yes,No,Fail,Data
Jeromy Mebius,19/03/2019,"{'Python': 1, 'SPSS': 3}","['Innovative', 'Passionate']","['Passive', 'Critical']",Yes,Yes,Yes,Fail,Business
Gavin Sides,26/03/2019,"{'C#': 12, 'SPSS': 1, 'JavaScript': 4}","['Collaboration', 'Patient']",['Indifferent'],No,Yes,Yes,Fail,Business
Audi Westmacott,07/03/2019,"{'Java': 4, 'C++': 3, 'JavaScript': 4}","['Innovative', 'Versatile']","['Indecisive', 'Competitive', 'Introverted']",Yes,Yes,Yes,Pass,Business
Burtie Irnys,20/03/2019,"{'Ruby': 5, 'R': 4, 'SPSS': 3, 'PHP': 1}","['Organisation', 'Listening', 'Determined']",['Overbearing'],Yes,No,No,Fail,Data
Eliot Frank,19/03/2019,"{'Java': 5, 'C++': 4}",['Independent'],"['Slow', 'Undisciplined', 'Indecisive']",Yes,Yes,Yes,Pass,Business
Neall Stuehmeyer,06/03/2019,"{'C#': 2, 'C++': 5}","['Courteous', 'Ambitious']","['Controlling', 'Anxious']",No,Yes,Yes,Fail,Data
Penni Grioli,05/03/2019,"{'Python': 6, 'C#': 3, 'Java': 3, 'PHP': 4, 'JavaScript': 2}","['Efficient', 'Altruism']","['Perfectionist', 'Intolerant', 'Critical']",Yes,Yes,Yes,Pass,Data
Joletta Matzaitis,20/03/2019,{'SPSS': 5},['Altruism'],['Slow'],Yes,Yes,Yes,Pass,Business
Ofelia Helm,20/03/2019,"{'C#': 4, 'PHP': 1, 'C++': 3, 'JavaScript': 2}",['Ambitious'],"['Immature', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Anselm Marrow,14/03/2019,"{'Python': 5, 'Java': 5, 'SPSS': 3}","['Critical Thinking', 'Charisma', 'Listening']","['Introverted', 'Anxious', 'Slow']",Yes,Yes,Yes,Fail,Engineering
Farris Gogerty,06/03/2019,"{'Python': 3, 'C++': 1}",['Determined'],['Impulsive'],Yes,Yes,Yes,Pass,Engineering
Honoria Staziker,07/03/2019,"{'Python': 1, 'C#': 8, 'PHP': 4}","['Charisma', 'Innovative']","['Indifferent', 'Passive']",Yes,Yes,Yes,Pass,Engineering
Angeline Rewbottom,12/03/2019,"{'Python': 4, 'C#': 1}",['Charisma'],"['Perfectionist', 'Overbearing', 'Immature']",Yes,No,Yes,Fail,Engineering
Alan Heald,28/03/2019,{'PHP': 3},"['Composure', 'Problem Solving']",['Impatient'],Yes,Yes,Yes,Pass,Engineering
Sholom Banting,20/03/2019,"{'Python': 2, 'Java': 3, 'R': 3}","['Ambitious', 'Courteous', 'Altruism']","['Passive', 'Sensitive', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering
Tonia Oakes,12/03/2019,"{'Ruby': 3, 'PHP': 1}",['Collaboration'],"['Indecisive', 'Chatty', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering
Delmore O'Loinn,13/03/2019,"{'Java': 3, 'SPSS': 5, 'JavaScript': 2}","['Competitive', 'Charisma']","['Stubborn', 'Selfish', 'Overbearing']",No,Yes,No,Fail,Business
Vale Fishbie,05/03/2019,"{'Python': 1, 'Java': 5, 'Ruby': 3}","['Ambitious', 'Innovative']","['Impulsive', 'Anxious', 'Introverted']",Yes,Yes,Yes,Pass,Engineering
Heindrick Keay,07/03/2019,"{'C#': 4, 'Java': 4, 'SPSS': 3, 'C++': 1}","['Curious', 'Efficient']","['Intolerant', 'Immature', 'Anxious']",Yes,No,Yes,Fail,Engineering
Nikoletta Mccaffrey,06/03/2019,"{'PHP': 1, 'C++': 4, 'JavaScript': 1}","['Empathy', 'Determined', 'Innovative']","['Perfectionist', 'Indifferent']",Yes,Yes,No,Fail,Business
Roze Somerbell,28/03/2019,"{'C#': 2, 'C++': 2, 'JavaScript': 1}","['Problem Solving', 'Competitive', 'Creative']","['Immature', 'Procrastination']",Yes,Yes,Yes,Pass,Business
Ganny Brumham,19/03/2019,"{'C#': 5, 'SPSS': 2, 'C++': 4}","['Critical Thinking', 'Rational', 'Curious']","['Distracted', 'Chatty', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Hamilton Godbehere,20/03/2019,"{'Java': 1, 'SPSS': 5, 'PHP': 1}",['Critical Thinking'],['Slow'],Yes,Yes,Yes,Pass,Engineering
Olivia Dobrowski,06/03/2019,{'Python': 6},"['Efficient', 'Altruism']",['Anxious'],Yes,Yes,Yes,Pass,Data
Gabie Maletratt,05/03/2019,"{'Python': 4, 'Ruby': 5, 'C++': 2, 'JavaScript': 2}","['Organisation', 'Versatile', 'Rational']","['Distracted', 'Undisciplined']",Yes,No,Yes,Fail,Business
Jeniece Petty,12/03/2019,"{'C#': 2, 'Ruby': 2, 'JavaScript': 1}","['Passionate', 'Curious', 'Competitive']",['Sensitive'],Yes,Yes,Yes,Pass,Data
Ezequiel Gutch,28/03/2019,"{'Python': 1, 'C#': 3}",['Patient'],"['Overbearing', 'Anxious', 'Immature']",Yes,Yes,Yes,Pass,Data
Vinnie Gimbrett,05/03/2019,{'R': 5},"['Determined', 'Innovative', 'Charisma']",['Impatient'],Yes,Yes,Yes,Fail,Data
Britte Kelleway,21/03/2019,"{'Python': 2, 'SPSS': 1, 'PHP': 1, 'C++': 1}",['Rational'],"['Introverted', 'Sensitive', 'Passive']",Yes,Yes,Yes,Pass,Engineering
Laural O'Teague,13/03/2019,"{'C#': 3, 'PHP': 1}","['Ambitious', 'Altruism']","['Sensitive', 'Indecisive']",Yes,Yes,No,Fail,Engineering
Vanda Boate,05/03/2019,"{'Python': 1, 'C#': 5, 'R': 6}",['Empathy'],"['Anxious', 'Impulsive', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Verne Francescuzzi,07/03/2019,"{'SPSS': 2, 'C++': 1, 'JavaScript': 2}","['Empathy', 'Composure']",['Anxious'],Yes,Yes,Yes,Pass,Business
Gasparo Overill,27/03/2019,"{'Python': 4, 'C#': 3, 'R': 4, 'C++': 2}",['Competitive'],"['Indifferent', 'Introverted']",Yes,Yes,Yes,Pass,Data
Lyndsie Bailles,13/03/2019,"{'C#': 3, 'Ruby': 6, 'SPSS': 3}","['Rational', 'Competitive']","['Introverted', 'Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Business
Tyson Spyby,21/03/2019,"{'Python': 1, 'Ruby': 3, 'SPSS': 3, 'C++': 6}",['Altruism'],"['Introverted', 'Anxious', 'Passive']",No,Yes,No,Fail,Engineering
Callie Glasscock,05/03/2019,"{'Java': 6, 'Ruby': 4}",['Ambitious'],"['Sensitive', 'Impatient', 'Distracted']",Yes,Yes,Yes,Pass,Business
Cassondra Triplet,13/03/2019,{'SPSS': 2},['Perfectionism'],"['Chatty', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Dix Dinan,06/03/2019,"{'Python': 2, 'Ruby': 2, 'R': 5, 'SPSS': 4}","['Empathy', 'Determined', 'Patient']",['Conventional'],Yes,Yes,Yes,Pass,Data
Umeko Sydall,13/03/2019,"{'Python': 4, 'C#': 3}",['Efficient'],['Anxious'],Yes,Yes,No,Fail,Engineering
Darb Heinssen,27/03/2019,"{'Python': 4, 'C#': 2, 'PHP': 2, 'C++': 4}",['Altruism'],"['Competitive', 'Indecisive']",Yes,No,Yes,Fail,Business
Tildi Dallicoat,12/03/2019,"{'Python': 5, 'C#': 3, 'R': 2, 'SPSS': 2, 'JavaScript': 5}",['Charisma'],"['Distracted', 'Controlling']",Yes,Yes,Yes,Pass,Business
Chancey Morey,28/03/2019,"{'R': 4, 'PHP': 2, 'C++': 2}",['Independent'],['Immature'],Yes,Yes,Yes,Pass,Business
Lisha Keaveny,12/03/2019,"{'C#': 2, 'Ruby': 2, 'R': 4, 'JavaScript': 4}","['Empathy', 'Efficient', 'Determined']",['Chaotic'],Yes,No,Yes,Fail,Data
Cyrill Wilkison,26/03/2019,"{'Python': 5, 'C#': 3, 'Java': 1, 'R': 2}","['Independent', 'Rational']",['Intolerant'],No,Yes,Yes,Fail,Data
Ainslie Simeon,07/03/2019,"{'C#': 4, 'Java': 1, 'Ruby': 5, 'SPSS': 4, 'PHP': 3}",['Patient'],['Undisciplined'],Yes,Yes,Yes,Pass,Engineering
Rhea Cleynman,21/03/2019,"{'C#': 2, 'Java': 3, 'R': 7}","['Competitive', 'Collaboration', 'Consistent']",['Distracted'],Yes,Yes,Yes,Pass,Business
Cornelia Cowley,14/03/2019,"{'C#': 1, 'R': 2, 'JavaScript': 4}","['Charisma', 'Patient']","['Intolerant', 'Perfectionist', 'Sensitive']",Yes,Yes,No,Fail,Business
Leonhard Filkin,28/03/2019,{'C++': 3},['Versatile'],"['Selfish', 'Distracted']",Yes,Yes,Yes,Fail,Data
Mahala Benadette,21/03/2019,"{'Ruby': 6, 'R': 2, 'SPSS': 4, 'C++': 3}","['Altruism', 'Competitive']",['Procrastination'],Yes,No,Yes,Fail,Engineering
Halsy Hursthouse,06/03/2019,{'JavaScript': 3},['Versatile'],"['Indifferent', 'Anxious', 'Slow']",Yes,Yes,Yes,Pass,Engineering
Inessa Mccurtin,12/03/2019,"{'Python': 1, 'C#': 3, 'Java': 4, 'C++': 2}",['Collaboration'],['Competitive'],Yes,No,Yes,Fail,Business
Nada Niese,28/03/2019,"{'SPSS': 3, 'C++': 4}","['Perfectionism', 'Altruism']","['Distracted', 'Impatient', 'Impulsive']",No,Yes,No,Fail,Engineering
Eleonora Bleazard,05/03/2019,"{'SPSS': 4, 'PHP': 2, 'JavaScript': 2}","['Efficient', 'Competitive']","['Overbearing', 'Chaotic', 'Slow']",Yes,Yes,Yes,Pass,Engineering
Latrina Shingler,06/03/2019,"{'Python': 4, 'C#': 5, 'Java': 2, 'Ruby': 1, 'R': 4, 'SPSS': 1}","['Versatile', 'Problem Solving']","['Impatient', 'Selfish']",Yes,Yes,Yes,Pass,Data
Zitella Hembery,19/03/2019,"{'Python': 6, 'C#': 2, 'Ruby': 7, 'R': 2, 'PHP': 4, 'C++': 1, 'JavaScript': 2}",['Rational'],"['Stubborn', 'Overbearing', 'Distracted']",Yes,Yes,Yes,Pass,Engineering
Elfreda Aburrow,19/03/2019,"{'Python': 7, 'SPSS': 5, 'JavaScript': 1}","['Creative', 'Independent']",['Sensitive'],Yes,Yes,Yes,Pass,Data
Xerxes Dobrowlski,12/03/2019,"{'C#': 1, 'Java': 3, 'Ruby': 5, 'JavaScript': 3}",['Efficient'],"['Undisciplined', 'Selfish', 'Sensitive']",Yes,Yes,No,Fail,Business
Isahella Haddleston,28/03/2019,"{'Python': 3, 'Ruby': 5, 'SPSS': 5, 'PHP': 1, 'C++': 2}",['Patient'],"['Anxious', 'Impatient', 'Chaotic']",No,Yes,Yes,Fail,Data
Stephani Libby,27/03/2019,"{'C#': 1, 'C++': 6}","['Empathy', 'Determined']","['Sensitive', 'Intolerant', 'Undisciplined']",Yes,No,Yes,Fail,Business
Bette-Ann Lemmers,19/03/2019,"{'R': 2, 'SPSS': 3, 'C++': 1, 'JavaScript': 3}","['Altruism', 'Charisma']","['Undisciplined', 'Competitive']",Yes,No,No,Fail,Data
Romona Buye,19/03/2019,"{'C#': 1, 'Ruby': 5, 'R': 4}","['Courteous', 'Creative']","['Indifferent', 'Distracted']",Yes,Yes,Yes,Pass,Business
Whitney Woodger,27/03/2019,"{'Java': 10, 'Ruby': 1, 'R': 3, 'JavaScript': 2}","['Altruism', 'Patient', 'Independent']","['Anxious', 'Conventional']",Yes,Yes,Yes,Pass,Data
Carmelina Thorington,19/03/2019,"{'C#': 3, 'R': 3, 'PHP': 3}","['Critical Thinking', 'Composure', 'Problem Solving']","['Perfectionist', 'Selfish']",Yes,No,Yes,Fail,Data
Royal Lougheed,21/03/2019,"{'Python': 1, 'Java': 5, 'Ruby': 4}","['Perfectionism', 'Curious']",['Critical'],Yes,Yes,Yes,Pass,Engineering
Damaris Vallance,13/03/2019,"{'Python': 1, 'R': 3, 'SPSS': 5, 'PHP': 1}","['Listening', 'Consistent', 'Courteous']","['Controlling', 'Perfectionist', 'Anxious']",Yes,Yes,Yes,Pass,Data
Stacee Kidson,21/03/2019,"{'C#': 1, 'Java': 3, 'Ruby': 1, 'R': 3, 'SPSS': 2}","['Altruism', 'Competitive']","['Critical', 'Impulsive']",Yes,Yes,Yes,Pass,Data
Kial Gowdy,06/03/2019,"{'C#': 1, 'Ruby': 8}",['Listening'],"['Conventional', 'Competitive']",Yes,Yes,Yes,Pass,Data
Ernie Proschek,28/03/2019,"{'Java': 2, 'Ruby': 1, 'C++': 2}","['Critical Thinking', 'Innovative', 'Ambitious']","['Overbearing', 'Controlling']",Yes,No,Yes,Fail,Business
Teodoor Fleay,26/03/2019,"{'Python': 3, 'R': 3, 'C++': 2, 'JavaScript': 2}","['Perfectionism', 'Courteous', 'Rational']","['Controlling', 'Passive']",No,Yes,Yes,Fail,Business
Lotte Witherop,12/03/2019,"{'Java': 5, 'SPSS': 2, 'JavaScript': 3}",['Determined'],"['Impatient', 'Intolerant', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering
Kassia Wynch,26/03/2019,"{'C#': 3, 'Ruby': 2, 'C++': 1}","['Critical Thinking', 'Composure', 'Perfectionism']",['Critical'],Yes,Yes,Yes,Pass,Data
Lia Ginnaly,21/03/2019,"{'Java': 5, 'Ruby': 5, 'R': 4}","['Competitive', 'Listening']","['Stubborn', 'Slow', 'Intolerant']",Yes,Yes,Yes,Pass,Data
Rozamond Wilton,27/03/2019,"{'Ruby': 3, 'PHP': 3, 'JavaScript': 2}","['Problem Solving', 'Collaboration', 'Efficient']","['Conventional', 'Slow']",Yes,Yes,Yes,Pass,Engineering
Michele Gonsalvo,14/03/2019,"{'Python': 1, 'C#': 5, 'R': 4, 'C++': 3}",['Composure'],"['Slow', 'Indifferent', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering
Betteann Bridgeland,12/03/2019,"{'Java': 4, 'Ruby': 6, 'R': 4, 'PHP': 1}","['Consistent', 'Patient']","['Chaotic', 'Controlling']",No,Yes,Yes,Fail,Data
Aubert Cawtheray,27/03/2019,"{'C#': 5, 'SPSS': 2, 'C++': 7}",['Competitive'],['Slow'],Yes,Yes,Yes,Pass,Business
Yulma Kerrey,20/03/2019,"{'C#': 3, 'SPSS': 2, 'C++': 2}",['Independent'],"['Critical', 'Passive', 'Indecisive']",Yes,No,Yes,Fail,Business
Roxanna Rashleigh,12/03/2019,"{'Java': 1, 'R': 2, 'SPSS': 4, 'C++': 3, 'JavaScript': 2}","['Listening', 'Creative', 'Problem Solving']",['Perfectionist'],Yes,Yes,Yes,Pass,Engineering
